county_name,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,Households,Mean,Stdev
"Okmulgee County, OK",187.6362899,1,4,7,62,268,630,72,14,39438,5501.0,80603.78785783068,238104667.28812677
"Franklin County, MO",187.59330559999998,3,11,21,156,445,2032,111,4,101816,5034.0,75251.83623809741,238104667.28812677
"Moody County, SD",187.38288569999997,0,4,0,8,10,73,4,1,6404,25.0,57227.3627614082,59526166.82203169
"Lawrence County, OH",187.3475782,1,13,20,81,388,1000,77,6,61917,573.0,79720.15255257276,178578500.4660951
"Haskell County, TX",187.2340426,0,0,0,11,30,46,4,0,5875,1241.0,87803.67632218533,119052333.64406338
"Monroe County, IA",187.21917119999998,0,1,0,14,33,97,5,1,8012,1821.0,94420.95211602106,238104667.28812677
"Churchill County, NV",187.00910109999998,1,2,6,36,153,385,39,1,24063,246.0,58395.642264845,59526166.82203169
"Bonneville County, ID",186.9471804,0,41,15,145,423,1875,96,8,107517,21997.0,122306.63962247592,297630834.11015844
"Gallatin County, MT",186.8665541,1,55,10,111,240,1877,86,41,94720,4562.0,124494.2839174708,535735501.39828515
"Campbell County, KY",186.83782480000002,3,40,73,54,743,2284,143,22,90988,13058.0,131895.25069563228,357157000.9321901
"Marshall County, AL",186.7876741,1,23,29,124,800,1648,127,8,94760,13838.0,110222.78400713998,297630834.11015844
"Van Zandt County, TX",186.7342467,4,1,8,86,334,598,96,1,52481,2679.0,90604.67367707092,238104667.28812677
"Erie County, OH",186.7241742,6,13,35,89,577,1743,47,9,76048,13809.0,98159.39146330787,357157000.9321901
"Blanco County, TX",186.5149678,0,1,0,19,48,76,5,0,10723,821.0,150809.15417979998,59526166.82203169
"Floyd County, IA",186.4280388,0,4,1,25,39,134,8,2,16092,171.0,92484.68121549905,297630834.11015844
"Coos County, OR",186.2496387,1,5,15,94,410,1534,88,4,62282,8227.0,94035.20711262261,238104667.28812677
"McIntosh County, OK",185.4291709,1,9,1,27,126,282,35,3,20493,1287.0,89088.34728659914,357157000.9321901
"Montcalm County, MI",185.40527690000002,1,38,7,71,339,925,40,10,63105,4962.0,89680.33971407908,238104667.28812677
"Lafourche Parish, LA",185.2976601,4,2,31,143,700,1685,77,2,97141,13608.0,114650.92897380449,476209334.5762535
"Carroll County, NH",185.2670583,0,18,12,58,250,808,45,10,47499,2903.0,114213.75098020924,297630834.11015844
"Placer County, CA",185.130231,2,50,140,488,1601,4696,578,37,367309,31534.0,147253.41536193312,773840168.6864121
"Norfolk County, MA",185.0823347,4,94,280,895,2155,7010,464,39,687802,113765.0,160007.44820594924,416683167.7542218
"Box Elder County, UT",185.0612277,0,17,7,70,188,939,37,9,50794,2853.0,110412.22950409472,416683167.7542218
"Coryell County, TX",185.0587988,3,14,25,99,397,819,21,21,76192,13947.0,104905.97764332156,238104667.28812677
"St. Tammany Parish, LA",184.8695803,9,36,39,364,1003,3879,227,14,242333,1300.0,125522.02288519974,119052333.64406338
"Montgomery County, MD",184.719434,14,106,878,880,2690,13679,1073,239,1016677,230313.0,188097.22467449907,2023889671.9490786
"Sandusky County, OH",184.6983261,0,5,16,90,353,1146,26,1,60098,11773.0,90229.47664806161,476209334.5762535
"Taos County, NM",184.65264109999998,2,6,7,46,171,338,5,1,33035,4990.0,84121.95979222708,654787835.0423486
"Mecklenburg County, VA",184.560555,0,10,12,36,226,462,39,14,31426,3760.0,100411.48879182983,416683167.7542218
"Valdez-Cordova Census Area, AK",184.36955849999998,0,0,0,18,11,135,10,0,9763,601.0,93756.80260913547,773840168.6864121
"Henry County, GA",184.248418,5,39,123,222,1609,3945,444,16,211128,11513.0,93102.20116492793,178578500.4660951
"Cameron County, PA",184.1997544,0,4,2,3,45,52,2,2,4886,1076.0,98553.01792178347,178578500.4660951
"Lee County, NC",184.1834534,4,5,39,63,418,961,83,7,60266,10630.0,100586.82281759281,119052333.64406338
"Cherokee County, IA",184.1774801,0,2,0,20,28,74,5,1,11945,3084.0,85709.40778022635,297630834.11015844
"Lincoln County, CO",184.16206259999998,0,0,0,9,12,49,4,0,5430,830.0,103894.27936759079,178578500.4660951
"Perquimans County, NC",183.810014,2,2,7,14,119,101,8,1,13601,1161.0,78267.54150007122,119052333.64406338
"Stafford County, KS",183.5283322,0,1,0,7,27,37,5,1,4359,261.0,79332.34607429674,178578500.4660951
"Adams County, NE",183.4862385,0,24,10,24,196,810,44,2,31610,114.0,70648.2612674586,119052333.64406338
"Lampasas County, TX",182.9690436,0,11,2,24,87,303,5,5,20222,848.0,64751.521581654,119052333.64406338
"Bee County, TX",182.93240649999998,2,3,5,50,82,271,24,2,32799,228.0,91945.92600454003,119052333.64406338
"Routt County, CO",182.8775571,1,8,4,30,55,296,26,3,23513,5390.0,155621.87141065518,178578500.4660951
"Scott County, AR",182.64840180000002,0,4,1,15,118,211,13,1,10950,139.0,78110.01718094629,59526166.82203169
"Carroll County, MD",182.61679119999997,3,19,47,237,690,1953,84,18,167564,17105.0,160250.7110440752,238104667.28812677
"Beauregard Parish, LA",182.48679740000003,0,3,2,61,43,147,0,0,36167,848.0,60061.10046689305,178578500.4660951
"Whiteside County, IL",182.4278541,0,24,8,73,248,1129,41,1,57557,9250.0,90566.77585745163,357157000.9321901
"Ward County, ND",182.3797617,0,25,6,93,127,718,117,7,67990,2161.0,78996.35553715969,535735501.39828515
"Sevier County, UT",182.2367159,0,9,1,28,81,450,34,3,20852,4501.0,91180.69629645992,476209334.5762535
"Fairbanks North Star Borough, AK",182.20558369999998,3,29,39,112,148,1283,118,5,100436,13373.0,148754.20893928624,535735501.39828515
"Alpena County, MI",182.18693069999998,1,12,1,39,125,429,7,5,29091,4894.0,77547.54497794599,119052333.64406338
"La Plata County, CO",182.04339009999998,2,9,8,79,148,647,34,7,53284,971.0,132305.57895429185,119052333.64406338
"Nassau County, NY",182.0069726,28,72,1091,1270,2754,13200,1004,90,1352146,254776.0,181105.27262924676,4285884011.186276
"Union County, IL",181.99397150000001,1,0,0,31,40,192,5,0,17583,2725.0,112059.91753700224,178578500.4660951
"Lake County, OH",181.8521951,1,54,102,261,637,3194,132,19,229857,36059.0,102064.75601547878,595261668.2203169
"Otero County, CO",181.7890178,0,7,3,24,98,203,10,2,18703,3463.0,79457.63393113254,178578500.4660951
"Jefferson County, NY",181.58388,1,14,25,176,464,2101,155,19,119504,18769.0,92297.701059006,1130997169.6186025
"Lycoming County, PA",181.5783613,2,27,81,102,515,1925,78,25,116754,13748.0,93633.32432329525,357157000.9321901
"Mountrail County, ND",181.31399319999997,4,0,0,13,25,78,27,4,9376,41.0,107767.47709232598,59526166.82203169
"Walworth County, SD",181.02824040000002,0,2,1,7,10,67,6,0,5524,378.0,103168.27681804977,238104667.28812677
"Marshall County, IL",181.0252613,0,2,1,19,48,55,2,2,12153,1365.0,88682.5602979212,238104667.28812677
"Mohave County, AZ",180.7614638,12,31,57,267,1790,4842,444,20,203030,13149.0,70460.09736420329,1488154170.550793
"Menominee County, MI",180.74061619999998,0,14,2,27,158,379,12,1,23791,540.0,69273.25810942857,178578500.4660951
"Upson County, GA",180.6820748,1,6,16,25,269,617,20,1,26566,642.0,69651.02345141553,238104667.28812677
"Hamilton County, TX",180.5054152,0,2,2,11,59,59,5,1,8310,1793.0,89904.84593388403,119052333.64406338
"Phillips County, KS",180.5054152,0,0,0,10,7,17,1,0,5540,1112.0,84949.42555700106,119052333.64406338
"Morgan County, GA",179.96738090000002,0,3,9,20,104,280,25,4,17781,476.0,86291.20515903061,119052333.64406338
"Stanly County, NC",179.7641626,0,11,22,76,537,929,51,17,60635,9785.0,94203.24899701572,416683167.7542218
"Rogers County, OK",179.68644719999998,0,32,11,117,313,745,105,16,89044,4932.0,106539.34322275623,535735501.39828515
"Teton County, WY",179.62996230000002,0,4,1,35,28,203,6,0,22268,4565.0,166182.88662196518,178578500.4660951
"Johnston County, NC",179.2467143,0,28,54,237,1508,2582,153,9,177967,12276.0,87901.17114534743,535735501.39828515
"Burke County, NC",179.2034906,3,7,40,111,943,1318,95,5,89842,3050.0,81254.85745560132,297630834.11015844
"Macoupin County, IL",179.18088740000002,0,7,1,76,141,455,16,6,46880,7847.0,92919.38272688266,892892502.3304756
"Cayuga County, NY",178.66804230000002,1,13,22,106,305,1306,46,15,79477,2998.0,125289.37824330291,357157000.9321901
"Kimble County, TX",178.5315778,0,0,1,7,23,44,2,0,4481,1125.0,75229.20253887991,59526166.82203169
"Sevier County, AR",178.50973169999997,0,4,1,26,123,273,15,1,17366,2081.0,68276.91391266594,119052333.64406338
"Alamosa County, CO",178.4285978,0,3,3,22,52,226,15,3,16253,583.0,60251.91307682466,119052333.64406338
"Gage County, NE",178.37541159999998,0,9,2,28,138,448,15,1,21864,605.0,105392.65761675655,297630834.11015844
"Webster County, MO",178.2482312,4,1,3,57,227,467,51,12,36466,1016.0,76378.4136504562,178578500.4660951
"Barbour County, AL",177.2787709,0,4,8,36,90,362,21,0,27076,5197.0,84535.06777887484,178578500.4660951
"Henrico County, VA",177.0183704,14,21,226,303,1176,6322,384,57,318611,40189.0,152457.7861115323,357157000.9321901
"Unicoi County, TN",176.9715739,0,0,1,31,59,323,23,3,18082,4522.0,99427.81715532934,178578500.4660951
"Montrose County, CO",176.8476899,2,4,3,63,203,680,47,5,40713,8408.0,90994.12370460133,119052333.64406338
"Shelby County, AL",176.8047801,8,38,63,252,820,3110,203,8,204180,22374.0,149404.26748063802,654787835.0423486
"Monmouth County, NJ",176.59988059999998,11,86,366,649,2556,9202,352,41,629672,48156.0,160047.10691806613,1547680337.3728247
"Rutland County, VT",176.5035796,2,9,18,78,582,1573,52,14,60622,8843.0,95485.68821802511,238104667.28812677
"Cass County, IA",176.4965436,0,1,0,23,83,115,10,3,13598,650.0,91584.1155619557,238104667.28812677
"Delaware County, OK",176.42651709999998,1,5,0,67,165,441,48,4,41377,3056.0,77284.8066260684,1130997169.6186025
"La Salle County, TX",176.41471030000002,0,0,1,12,13,29,1,3,7369,260.0,53012.7087648506,59526166.82203169
"Neshoba County, MS",176.22936930000003,0,4,11,37,144,164,11,0,29507,1643.0,76249.3779471813,238104667.28812677
"Henderson County, NC",176.1913456,6,28,30,129,788,1601,161,3,109540,9427.0,75779.06805133822,357157000.9321901
"Comanche County, TX",176.1726492,0,2,1,21,75,205,10,1,13623,2260.0,64035.93597857261,119052333.64406338
"Taliaferro County, GA",176.1597181,0,0,0,3,24,28,6,0,1703,253.0,53828.478498492004,59526166.82203169
"Montgomery County, KY",176.14032509999998,0,6,19,22,363,620,45,3,27251,724.0,51990.492477552594,59526166.82203169
"Fulton County, IL",176.0854014,0,14,5,45,148,452,16,2,36346,8217.0,86685.92903702495,654787835.0423486
"Davie County, NC",175.67502530000002,1,8,11,53,308,620,33,3,41554,3604.0,123099.62918323622,178578500.4660951
"Fayette County, IA",175.5926251,0,2,0,34,65,131,16,13,20502,4282.0,89383.76505941093,595261668.2203169
"Coleman County, TX",175.5823481,0,0,2,13,135,129,9,1,8543,2319.0,72298.25621081922,178578500.4660951
"Dallas County, MO",175.38554580000002,0,7,0,22,118,254,13,0,16535,1163.0,44485.0652473169,59526166.82203169
"Audrain County, MO",175.3633919,0,6,4,35,105,370,9,5,25661,1374.0,61386.042845396856,238104667.28812677
"Washington County, MO",174.7973939,1,2,2,39,142,396,44,6,25172,283.0,55267.77348537122,119052333.64406338
"Noble County, OK",174.7335314,0,4,0,16,52,120,13,3,11446,2575.0,93510.37690286519,238104667.28812677
"Grand Traverse County, MI",174.4696456,0,64,9,84,227,859,43,5,89987,7318.0,130519.44346454128,297630834.11015844
"Kosciusko County, IN",174.4417224,2,10,6,119,179,983,50,7,77963,10110.0,116071.14864743117,476209334.5762535
"Eaton County, MI",174.43792230000003,1,44,36,109,411,1495,63,18,108348,7218.0,74892.36200232897,535735501.39828515
"Hopkins County, TX",174.3286939,0,4,3,55,104,231,22,1,35565,6468.0,112193.50334419722,178578500.4660951
"Palo Alto County, IA",174.1970604,0,1,0,15,53,39,7,2,9185,2559.0,91949.14126173696,416683167.7542218
"Guernsey County, OH",174.0841659,3,9,16,41,286,544,33,4,39636,409.0,88962.21386542157,238104667.28812677
"Wheeler County, TX",173.882803,0,1,0,9,14,55,1,2,5751,902.0,115181.05554564,59526166.82203169
"Millard County, UT",173.748223,0,4,0,18,52,198,9,0,12662,1572.0,88682.79206328031,476209334.5762535
"Oneida County, WI",173.7229959,0,6,0,56,148,545,19,1,35689,197.0,43155.6202863396,59526166.82203169
"Columbia County, WA",173.61111110000002,1,2,0,4,47,116,2,0,4032,1132.0,109564.40016085,59526166.82203169
"Christian County, MO",173.05529119999997,0,8,9,123,312,999,75,1,80899,1182.0,96635.4891505271,178578500.4660951
"Bulloch County, GA",172.71884740000002,4,23,61,35,514,1735,91,2,71214,10507.0,68948.05760459264,119052333.64406338
"Iowa County, WI",172.638848,0,8,2,31,62,184,14,1,23749,1365.0,80150.19327686336,416683167.7542218
"Towner County, ND",172.63703059999997,0,1,0,3,10,26,4,0,2317,85.0,153527.4956944991,178578500.4660951
"Hall County, GA",172.57450269999998,7,36,96,185,923,3078,324,22,187745,18248.0,127988.87061310186,416683167.7542218
"Wise County, VA",172.4605189,4,12,12,42,235,603,37,7,40589,1750.0,114125.20695803162,119052333.64406338
"Fayette County, IL",172.25747959999998,0,10,0,28,91,249,9,1,22060,1473.0,70449.08742193479,297630834.11015844
"Jersey County, IL",172.2538757,0,15,0,24,80,322,6,2,22641,506.0,93200.66665866639,238104667.28812677
"Kandiyohi County, MN",172.1292148,0,24,8,41,156,742,39,5,42410,1622.0,102299.85965923553,416683167.7542218
"Montgomery County, PA",171.7185146,11,108,509,767,2325,12120,494,99,812376,73341.0,148517.09841515793,1726258837.8389199
"White County, IN",171.66680290000002,3,1,6,32,36,218,24,2,24466,1786.0,89091.25371894552,357157000.9321901
"Ottawa County, MI",171.6165324,2,160,38,268,1169,3857,104,35,272701,16461.0,108238.61146201621,297630834.11015844
"Eagle County, CO",171.5592833,2,18,4,66,116,704,18,11,52460,10179.0,164769.17120618428,476209334.5762535
"Washita County, OK",171.2622024,0,3,0,17,55,81,21,1,11678,2345.0,109922.49648126202,238104667.28812677
"Burnet County, TX",171.1430071,0,15,8,52,213,585,45,3,43823,4508.0,107068.90198865756,297630834.11015844
"Newport County, RI",171.1227351,1,14,20,106,452,1544,68,21,82397,5128.0,124233.66670455497,119052333.64406338
"Huntingdon County, PA",170.7007485,1,27,2,48,149,377,17,4,45694,5749.0,71116.4437121262,714314001.8643804
"Charlotte County, VA",170.6623324,1,4,3,13,48,85,1,2,12305,565.0,66910.60220536834,178578500.4660951
"Harper County, KS",170.6484642,0,1,0,9,21,86,8,2,5860,1897.0,103176.46160949758,357157000.9321901
"Monroe County, WV",170.58518130000002,0,2,3,18,39,93,8,0,13483,247.0,56250.889382417,59526166.82203169
"Costilla County, CO",170.5514497,0,0,0,6,8,1,4,0,3518,577.0,90343.87628381925,238104667.28812677
"La Crosse County, WI",170.5037142,4,27,43,125,650,2437,77,3,116713,27184.0,103058.52397424869,297630834.11015844
"Montgomery County, TX",170.4942731,12,49,221,569,2349,6227,681,17,499137,64473.0,168188.3416880169,714314001.8643804
"Stutsman County, ND",170.4545455,0,15,0,21,91,349,33,4,21120,7109.0,112432.41690160277,535735501.39828515
"Beaver County, UT",170.30500080000002,0,0,0,11,12,22,3,0,6459,1584.0,101480.3514113949,119052333.64406338
"Emmet County, IA",170.0680272,0,2,1,14,49,84,3,0,9996,605.0,89299.66033988455,119052333.64406338
"Brown County, KS",170.05101530000002,1,5,0,11,43,150,9,2,9997,980.0,71839.01166900831,416683167.7542218
"Sheboygan County, WI",169.6803049,5,25,23,142,408,1964,80,9,114922,10878.0,104500.2649375833,357157000.9321901
"Prairie County, MT",169.6352841,0,0,0,2,0,4,2,0,1179,52.0,142412.666232731,59526166.82203169
"Halifax County, VA",169.4867377,0,4,11,45,242,656,38,4,35401,4301.0,84121.46693577876,297630834.11015844
"Martin County, TX",169.4277108,0,1,0,8,14,45,2,1,5312,17.0,40904.1599793177,59526166.82203169
"Carter County, TN",169.1722767,4,5,7,81,435,994,83,5,57338,8606.0,86538.80608200781,238104667.28812677
"Perry County, IL",169.05012109999998,0,5,0,32,62,119,11,3,21887,85.0,104097.873843856,59526166.82203169
"Daviess County, KY",169.01179009999998,1,44,50,72,669,2369,156,19,98218,24198.0,101353.39502460485,178578500.4660951
"Boulder County, CO",169.0060894,0,66,97,361,1106,5226,291,106,310048,11167.0,176556.7133742619,952418669.1525073
"Lincoln County, MO",168.956554,0,1,7,83,172,552,36,4,53860,5664.0,99237.83380134162,535735501.39828515
"Olmsted County, MN",168.8713763,3,74,55,120,644,2344,119,19,149226,45188.0,141955.05900505328,238104667.28812677
"Columbia County, NY",168.6936684,0,15,18,72,262,1039,12,13,62243,2822.0,112210.9806513878,416683167.7542218
"Lavaca County, TX",168.5307186,0,2,1,30,130,199,17,1,19581,2365.0,83827.15368362368,119052333.64406338
"Washington County, UT",168.47090659999998,3,44,30,172,516,2162,134,9,147800,17956.0,113880.23569357237,714314001.8643804
"Randolph County, MO",168.40417,0,3,8,31,122,558,25,8,24940,336.0,90414.41122381794,119052333.64406338
"Bartholomew County, IN",168.36920600000002,1,18,25,90,382,2138,234,5,79587,19556.0,128633.67779449269,297630834.11015844
"Kennebec County, ME",168.3668416,3,56,44,101,849,2654,106,27,121164,24437.0,100494.67655169945,476209334.5762535
"Kenai Peninsula Borough, AK",167.9878209,0,3,4,89,61,693,26,3,57147,3354.0,110807.3419483246,773840168.6864121
"Tazewell County, VA",167.7890393,2,14,7,51,288,924,40,10,44103,1443.0,57437.457529190484,178578500.4660951
"Pocahontas County, IA",167.73832819999998,0,4,0,8,23,50,1,0,7154,1190.0,80715.76148383791,238104667.28812677
"Stanley County, SD",167.72895,0,2,0,3,18,15,0,0,2981,983.0,142533.41942643,59526166.82203169
"Will County, IL",167.6847351,21,108,249,767,2416,8545,430,140,682829,78010.0,157315.74913461742,1369101836.9067295
"Phillips County, MT",167.5041876,0,0,0,7,3,68,6,0,4179,15.0,78497.5026490274,59526166.82203169
"Duchesne County, UT",167.4217057,0,6,0,28,96,432,28,4,20308,3158.0,109616.72171482239,297630834.11015844
"Forrest County, MS",167.40419680000002,4,17,67,41,486,2087,101,5,77059,19999.0,100714.74267858343,119052333.64406338
"Grainger County, TN",167.3861334,0,5,2,31,105,340,28,1,22702,1268.0,95162.69780293664,119052333.64406338
"Oscoda County, MI",167.08437759999998,1,1,0,12,86,143,10,0,8379,733.0,60159.60372237329,59526166.82203169
"Orange County, IN",166.8942497,0,0,2,32,60,6,2,0,19773,808.0,74990.7343141905,59526166.82203169
"Medina County, TX",166.67018290000001,1,17,4,57,134,425,25,2,47399,1548.0,121379.06496225328,119052333.64406338
"Stark County, ND",166.59577480000002,0,0,3,44,29,416,31,1,28212,8868.0,132662.42455235132,119052333.64406338
"Middlesex County, NJ",166.36124880000003,13,75,585,706,3156,9894,772,70,828919,92798.0,152684.33667925128,1309575670.0846977
"Lancaster County, PA",165.9743202,15,113,331,420,1723,8235,347,49,529600,15812.0,110108.94045921174,1607206504.1948564
"Tuscola County, MI",165.85887250000002,0,21,2,67,227,558,33,3,54263,2389.0,80850.29566748797,476209334.5762535
"Karnes County, TX",165.7715006,2,1,1,21,98,281,21,2,15081,2270.0,141804.61673220716,178578500.4660951
"Boyd County, KY",165.6916091,1,10,33,37,374,1167,63,6,48886,9165.0,120375.73336854135,119052333.64406338
"Plaquemines Parish, LA",165.6050955,0,2,3,34,124,312,4,0,23550,6966.0,116100.88666399645,416683167.7542218
"Randolph County, NC",165.5245937,9,30,52,145,1210,3391,163,24,142577,6114.0,95029.15444248405,416683167.7542218
"Coweta County, GA",165.1899685,2,14,54,150,609,1937,145,9,133180,1580.0,89593.89911054418,238104667.28812677
"Atchison County, MO",165.1679207,0,1,0,8,15,33,1,1,5449,1364.0,112325.60376316478,178578500.4660951
"Northampton County, VA",164.9484536,0,4,7,9,76,158,18,0,12125,1711.0,84909.92804817078,238104667.28812677
"Nottoway County, VA",164.8386483,2,4,5,15,54,228,15,2,15773,29.0,29776.540715389197,59526166.82203169
"Lyon County, MN",164.7898929,0,14,0,28,138,290,12,4,25487,1486.0,100234.79340985886,297630834.11015844
"Perry County, PA",164.6108599,0,8,9,58,174,501,25,14,45562,2141.0,101736.16339979135,297630834.11015844
"LaPorte County, IN",164.44855819999998,3,22,72,86,827,2672,146,23,111281,1781.0,105864.26728941141,357157000.9321901
"Carroll County, MO",164.34754030000002,2,2,0,11,25,88,8,2,9127,1683.0,113571.49793718099,238104667.28812677
"McClain County, OK",164.3340363,0,5,10,45,322,710,103,5,36511,3240.0,82073.74430941218,416683167.7542218
"Lake County, CO",164.2485628,0,2,1,9,12,52,2,0,7306,1177.0,90979.3372431959,59526166.82203169
"Acadia Parish, LA",163.97659309999997,4,4,20,74,162,401,54,0,62204,6228.0,98910.5990619069,357157000.9321901
"Marquette County, MI",163.9586411,2,38,2,69,188,1173,45,6,67700,6545.0,80775.16389711143,416683167.7542218
"Seneca County, NY",163.8001638,0,5,3,50,119,662,11,2,35409,4923.0,100729.98791304577,178578500.4660951
"Madison County, KY",163.57051059999998,1,23,60,55,833,2063,114,12,85590,5343.0,79672.537893272,59526166.82203169
"Franklin County, GA",163.5694489,0,4,6,26,133,361,26,0,22009,1821.0,65661.72999617386,238104667.28812677
"Langlade County, WI",163.4738186,0,0,0,32,174,604,35,0,19575,161.0,106817.729028452,59526166.82203169
"Jessamine County, KY",163.4345166,2,19,30,31,536,1195,49,5,50173,12832.0,92439.14410982451,178578500.4660951
"Fremont County, WY",163.422606,2,21,3,41,127,859,39,3,40998,8770.0,99423.08644887272,595261668.2203169
"Miller County, MO",163.39869280000002,0,4,1,36,190,414,16,3,25092,1033.0,92131.33307434953,416683167.7542218
"Chattooga County, GA",163.0996897,0,1,0,40,144,335,15,0,25138,222.0,50575.445972352194,59526166.82203169
"Texas County, OK",163.03609440000002,0,6,6,24,77,312,22,7,22081,126.0,94040.80201322089,59526166.82203169
"Kane County, IL",162.89724109999997,6,138,189,520,1601,6110,238,77,523643,88121.0,141691.83509423267,892892502.3304756
"Bryan County, GA",162.8615375,0,5,8,41,122,451,29,0,33157,1049.0,99747.8392833041,59526166.82203169
"Appling County, GA",162.68980480000002,1,3,3,23,147,438,13,0,18440,91.0,82324.043904373,59526166.82203169
"Oswego County, NY",162.5882062,0,32,26,139,774,2163,101,18,121165,14068.0,97690.79319519138,535735501.39828515
"Montgomery County, IN",162.4014459,1,7,6,47,275,672,43,0,38177,7378.0,84612.14208303549,297630834.11015844
"McDowell County, NC",162.3629368,0,6,9,58,488,821,63,5,44961,982.0,56736.08657181203,119052333.64406338
"Chester County, PA",162.32619119999998,14,114,174,525,1423,5972,258,38,509468,28587.0,138352.96934228114,1130997169.6186025
"Johnson County, WY",162.26240149999998,1,1,0,12,13,141,3,2,8628,2253.0,98437.9410563525,119052333.64406338
"Searcy County, AR",162.03415180000002,1,1,0,11,19,14,3,1,8023,249.0,56750.38782935834,178578500.4660951
"Dubuque County, IA",161.9695497,2,23,23,107,748,1282,74,34,95697,3463.0,98037.75256916275,535735501.39828515
"Shelby County, MO",161.8908855,0,4,0,6,12,23,4,0,6177,316.0,74784.29976541856,178578500.4660951
"Gem County, ID",161.8122977,0,5,0,22,41,70,4,3,16686,2604.0,74715.5238146513,59526166.82203169
"Okfuskee County, OK",161.5900461,1,0,0,19,126,213,22,6,12377,1703.0,71280.08904750967,297630834.11015844
"Denton County, TX",161.49857509999998,10,156,331,680,3084,10732,972,79,728799,85027.0,162113.47033286546,1666732671.0168881
"Atascosa County, TX",161.3827957,3,3,8,62,372,837,50,1,47093,2730.0,99171.36521977156,178578500.4660951
"Outagamie County, WI",161.3573983,1,34,31,225,419,2495,65,8,180345,14206.0,103318.97568419571,535735501.39828515
"Oktibbeha County, MS",161.0831311,6,7,17,50,344,1094,38,4,49043,9888.0,105606.97490788014,178578500.4660951
"Buchanan County, VA",161.03742,1,2,4,31,117,327,26,6,23597,221.0,28732.686663473196,59526166.82203169
"Jasper County, IA",161.0218062,1,2,1,55,198,520,40,6,36641,2645.0,98313.39383260986,535735501.39828515
"Baraga County, MI",161.0120759,0,0,0,14,16,29,1,0,8695,975.0,88695.0297316723,59526166.82203169
"Beckham County, OK",160.76490249999998,1,3,1,33,125,328,37,3,23637,432.0,86331.58239760213,178578500.4660951
"Daviess County, IN",160.4591601,0,2,2,48,215,469,39,1,32407,1101.0,77081.98830230662,238104667.28812677
"Nassau County, FL",159.8203672,1,4,21,95,412,926,72,12,75710,7554.0,107080.85437459614,238104667.28812677
"Crow Wing County, MN",159.7899,1,30,4,66,313,1418,45,4,63208,6424.0,136497.43619729346,595261668.2203169
"Caldwell County, NC",159.7755824,2,9,32,88,830,1931,132,24,81990,11651.0,88680.5094406034,357157000.9321901
"Eau Claire County, WI",159.7034642,4,31,18,109,445,1636,50,5,101438,29940.0,103148.16727402307,238104667.28812677
"Delaware County, IA",159.6897456,2,2,1,23,26,76,5,1,17534,524.0,100400.72132029901,238104667.28812677
"Roanoke County, VA",159.3173945,2,21,14,112,317,1160,54,1,93524,401.0,49023.9163198773,59526166.82203169
"Fairfield County, OH",159.20250959999998,4,47,108,79,951,3178,142,57,148867,1737.0,105486.99960053948,297630834.11015844
"Ritchie County, WV",158.8404646,0,3,1,12,30,65,14,2,10073,1063.0,99923.84993500492,119052333.64406338
"Summit County, UT",158.49919450000002,0,8,8,45,89,828,34,1,38486,5038.0,192431.0792055785,238104667.28812677
"Gloucester County, NJ",158.4758755,7,27,172,254,1768,5565,288,24,290265,24367.0,137776.11319092754,654787835.0423486
"Lapeer County, MI",158.39075,0,44,6,90,273,836,44,5,88389,4514.0,78752.52561742924,416683167.7542218
"Dade County, MO",158.3531275,0,0,0,12,42,19,7,3,7578,604.0,88583.62630251773,178578500.4660951
"Jackson County, IA",158.2682391,0,9,1,21,111,167,12,2,19587,4002.0,84207.9016975787,476209334.5762535
"Piatt County, IL",158.2182194,0,8,1,17,66,79,5,3,16433,1845.0,113082.06452434203,416683167.7542218
"Ontonagon County, MI",158.1777918,0,4,0,6,22,38,3,1,6322,692.0,71489.1198232478,59526166.82203169
"Steuben County, NY",158.13482009999998,0,40,15,101,348,1272,54,4,98650,13270.0,95349.14451188277,476209334.5762535
"Buckingham County, VA",157.5630252,0,4,4,19,210,167,24,1,17136,321.0,57342.42006319186,119052333.64406338
"Alger County, MI",157.52993069999997,1,1,1,12,32,62,4,1,9522,67.0,58726.2320327338,59526166.82203169
"Valley County, MT",157.2739187,0,4,0,8,9,47,10,0,7630,1934.0,116057.69746455495,238104667.28812677
"Washington County, OR",157.11824950000002,10,163,219,480,1652,8171,567,82,554996,104583.0,135984.41006109377,952418669.1525073
"Chippewa County, MN",157.1156868,1,1,0,17,12,125,2,2,12093,1053.0,90638.45410222968,178578500.4660951
"Borden County, TX",156.9858713,0,0,0,1,3,2,1,0,637,110.0,94421.08233683869,59526166.82203169
"Ferry County, WA",156.94480769999998,0,1,0,11,15,33,1,1,7646,1046.0,57822.79067386805,476209334.5762535
"Lincoln County, WI",156.88188540000002,0,6,0,39,170,345,18,5,28684,5627.0,93397.23613566994,119052333.64406338
"Chelan County, WA",156.826693,1,16,17,82,466,1473,81,3,73967,15383.0,114489.52187534123,238104667.28812677
"Madison County, GA",156.8236091,0,3,7,34,193,512,46,6,28057,923.0,86250.49849114791,357157000.9321901
"Foard County, TX",156.61707130000002,0,0,0,2,1,0,0,0,1277,333.0,69344.6753227748,59526166.82203169
"Bleckley County, GA",156.60480780000003,0,4,5,11,105,260,6,1,12771,1332.0,94636.1555636433,59526166.82203169
